Beat    Tag    Timestamp    Global_Rate    Window_Rate    Instant_Rate    Global_Accuracy    Window_Accuracy    Instant_Accuracy    Global_Power    Window_Power    Instant_Power
151    151    1526401495637478839    3.370423    3.294528    3.291560    1.000000    1.000000    1.000000    2.809603    2.863334    2.471774
152    152    1526401495940988071    3.369917    3.294467    3.294793    1.000000    1.000000    1.000000    2.807350    2.863277    2.472515
153    153    1526401496244878469    3.369390    3.294386    3.290660    1.000000    1.000000    1.000000    2.805252    2.814285    2.491754
154    154    1526401496548534909    3.368887    3.294340    3.293195    1.000000    1.000000    1.000000    2.803093    2.814503    2.478103
155    155    1526401496852021433    3.368403    3.294330    3.295039    1.000000    1.000000    1.000000    2.801019    2.815248    2.486598
156    156    1526401497155850956    3.367901    3.294165    3.291319    1.000000    1.000000    1.000000    2.815125    2.865656    4.965291
157    157    1526401497459194647    3.367440    3.294147    3.296591    1.000000    1.000000    1.000000    2.812963    2.866163    2.480853
158    158    1526401497762687421    3.366974    3.294097    3.294971    1.000000    1.000000    1.000000    2.810804    2.866617    2.476962
159    159    1526401498066124987    3.366518    3.294197    3.295571    1.000000    1.000000    1.000000    2.808750    2.867198    2.489019
160    160    1526401498369401261    3.366080    3.294617    3.297324    1.000000    1.000000    1.000000    2.806690    2.818748    2.484009
161    161    1526401498672844952    3.365635    3.294792    3.295504    1.000000    1.000000    1.000000    2.804626    2.819130    2.479142
162    162    1526401498976183268    3.365203    3.294899    3.296649    1.000000    1.000000    1.000000    2.802661    2.819500    2.490981
163    163    1526401499279599833    3.364771    3.294900    3.295799    1.000000    1.000000    1.000000    2.816047    2.868917    4.952834
164    164    1526401499582952066    3.364348    3.294874    3.296498    1.000000    1.000000    1.000000    2.813902    2.868756    2.469321
165    165    1526401499885940966    3.363956    3.294992    3.300451    1.000000    1.000000    1.000000    2.811814    2.868798    2.473797
166    166    1526401500189249907    3.363547    3.295149    3.296968    1.000000    1.000000    1.000000    2.809752    2.819950    2.474339
167    167    1526401500492704473    3.363133    3.295149    3.295386    1.000000    1.000000    1.000000    2.807742    2.820194    2.478822
168    168    1526401500796386163    3.362708    3.295048    3.292922    1.000000    1.000000    1.000000    2.805767    2.820763    2.481022
169    169    1526401501099554396    3.362323    3.295082    3.298499    1.000000    1.000000    1.000000    2.803888    2.821421    2.492342
170    170    1526401501403008295    3.361924    3.295046    3.295393    1.000000    1.000000    1.000000    2.816500    2.870278    4.917904
171    171    1526401501706647152    3.361517    3.295041    3.293386    1.000000    1.000000    1.000000    2.814459    2.870394    2.472467
172    172    1526401502010447091    3.361105    3.295007    3.291640    1.000000    1.000000    1.000000    2.812577    2.871029    2.495629
173    173    1526401502313750282    3.360730    3.295152    3.297031    1.000000    1.000000    1.000000    2.810703    2.822084    2.492720
174    174    1526401502617303056    3.360343    3.295104    3.294320    1.000000    1.000000    1.000000    2.808712    2.822597    2.469086
175    175    1526401502920920163    3.359956    3.294981    3.293622    1.000000    1.000000    1.000000    2.806701    2.823000    2.461729
176    176    1526401503224902977    3.359550    3.294808    3.289660    1.000000    1.000000    1.000000    2.819165    2.873310    4.967044
177    177    1526401503537205812    3.358622    3.292855    3.202020    1.000000    1.000000    1.000000    2.816739    2.871940    2.407423
178    178    1526401503843149247    3.358105    3.292364    3.268578    1.000000    1.000000    1.000000    2.815541    2.874770    2.607959
179    179    1526401504150376011    3.357514    3.291634    3.254925    1.000000    1.000000    1.000000    2.813475    2.874350    2.455056
180    180    1526401504453703994    3.357172    3.291675    3.296761    1.000000    1.000000    1.000000    2.811737    2.825487    2.504576
181    181    1526401504757404184    3.356811    3.291611    3.292721    1.000000    1.000000    1.000000    2.809937    2.825897    2.490318
182    182    1526401505060790041    3.356473    3.291587    3.296133    1.000000    1.000000    1.000000    2.808243    2.826166    2.505529
183    183    1526401505364194065    3.356138    3.291555    3.295935    1.000000    1.000000    1.000000    2.820297    2.876013    4.986384
184    184    1526401505668166546    3.355772    3.291349    3.289771    1.000000    1.000000    1.000000    2.818445    2.875912    2.484376
185    185    1526401505971770278    3.355433    3.291395    3.293767    1.000000    1.000000    1.000000    2.816581    2.876255    2.478237
186    186    1526401506275204219    3.355107    3.291440    3.295610    1.000000    1.000000    1.000000    2.814785    2.827266    2.486686
187    187    1526401506579066992    3.354759    3.291346    3.290959    1.000000    1.000000    1.000000    2.813048    2.827874    2.494471
188    188    1526401506882597932    3.354435    3.291356    3.294557    1.000000    1.000000    1.000000    2.811212    2.828080    2.472180
189    189    1526401507186413913    3.354097    3.291324    3.291466    1.000000    1.000000    1.000000    2.822696    2.877818    4.952412
190    190    1526401507489877229    3.353784    3.291306    3.295291    1.000000    1.000000    1.000000    2.820926    2.878034    2.490604
191    191    1526401507793310628    3.353476    3.291236    3.295616    1.000000    1.000000    1.000000    2.819203    2.878309    2.495757
